line_id,speaker,type,text
1736,PROFESSOR DONOVAN,dialogue,You did well today.
1737,PROFESSOR DONOVAN,dialogue,She stops.
1738,ELLE,dialogue,I did?
1739,PROFESSOR DONOVAN,dialogue,"You're applying for my internship, aren't"
1740,PROFESSOR DONOVAN,dialogue,you?
1741,ELLE,dialogue,I don ' t know --
1742,PROFESSOR DONOVAN,dialogue,You should. Do you have a resume?
1743,ELLE,stage_direction,(excited)
1744,ELLE,dialogue,"""   '.' .    . . . i do. ' ' ,           .''.       ' . .   ; . ."
1745,ELLE,dialogue,She pulls a resume out of her briefcase and hands it to him..
1746,ELLE,dialogue,He looks at it.
1747,PROFESSOR DONOVAN,dialogue,It's pink.
1748,ELLE,dialogue,And engraved... Gives it that extra
1749,ELLE,dialogue,"little something, doesn't it? ."
1750,ELLE,stage_direction,(smiling)
1751,ELLE,dialogue,See you tomorrow!
1754,(CONTINUED),dialogue,"She walks on.     Emmett walks up, handing the file to Donovan."
1755,EMMETT,dialogue,I brought you the Windham notes.
1756,PROFESSOR DONOVAN,stage_direction,(watching Elle go)
1757,PROFESSOR DONOVAN,dialogue,You think she just woke up one morning
1758,PROFESSOR DONOVAN,dialogue,"and said, ""I think I'll go to law school"
1759,PROFESSOR DONOVAN,dialogue,"today!""?"
1760,PROFESSOR DONOVAN,dialogue,"Ei timett looks after Elle,    bemused."
1761,EMMETT,dialogue,Aside from that lapse in judgement --
1762,EMMETT,dialogue,she's got potential.
1763,EMMETT,dialogue,75   INT. ELLE'S CAR-DAY                                               75
1764,EMMETT,dialogue,Elle drives. Paulette is shotgun.
1765,PAULETTE,dialogue,You showed up Warner in class? You're
1766,PAULETTE,dialogue,supposed to be showing up Sarah.
1767,ELLE,dialogue,I couldn't help it! It was the most fun
1768,ELLE,dialogue,I've had since I've been in law school.
1769,ELLE,dialogue,Not only was I good enough for Warner --
1770,ELLE,dialogue,I was better than him. He has to see
1771,ELLE,dialogue,serious I am now. Even Donovan was
1772,ELLE,dialogue,"impressed, and he's a total hard- ass."
1773,ELLE,dialogue,Elle stops the car and turns off the ignition.
1774,ELLE,dialogue,You ready?
1776,PAULETTE,dialogue,No.                                                          '
1777,ELLE,dialogue,"Yes, you are.       Go -- you can do this.                  ."
1778,ELLE,dialogue,She points ahead of them.        Paulette goes.
1779,ELLE,dialogue,76   EXT. DEWEY'S TRAILER    - DAY               .                     76
1780,ELLE,dialogue,The door opens. DEWEY(40s) and his beer gut emerge.
1781,ELLE,dialogue,"Paulette is on the porch. Trying to exude confidence, but"
1782,ELLE,dialogue,failing.
1783,(CONTINUED),dialogue,9/172000 Revision (Blue)                                58.
1785,DEWEY,stage_direction,(to Paulette)
1786,DEWEY,dialogue,What the hell do yon want? We're eating
1787,DEWEY,dialogue,dinner.
1788,PAULETTE,dialogue,I just --
1789,DEWEY,dialogue,You just thought you'd come over and show
1790,DEWEY,dialogue,me what I 'm definitely not missing?
1791,DEWEY,dialogue,77   INT. ELLE'S CAR - DAY -SAME TIME                                77
1792,DEWEY,dialogue,"She watches, frowning."
1793,DEWEY,dialogue,78   EXT. DEWEY 'S TRAILER - DAY -CONTINUOUS                       78         '
1794,DEWEY,dialogue,Dewey's really having fun now.
1796,;                     DEWEY,dialogue,What the hell happened to you? You get a
1797,;                     DEWEY,dialogue,job at a donut shop?
1798,PAULETTE,dialogue,That's not what --
1799,DEWEY,dialogue,"How many times you gonna show up here,"
1800,DEWEY,dialogue,beggin1 me to take you back?        '
1801,DEWEY,dialogue,Paulette reddens -- flustered and humiliated.    Elle appears
1802,DEWEY,dialogue,next to her.
1803,ELLE,dialogue,Dewey Newcomb?
1804,DEWEY,dialogue,Who's askin'
1805,ELLE,dialogue,. I ' m Elle Woods. Ms. Bonaf ante's                           .
1806,ELLE,dialogue,attorney.
1807,ELLE,dialogue,"Paulette looks at Elle in surprise, Elle keeps going."
1808,ELLE,dialogue,"Under state law, you and Ms. Bonaf ante"
1809,ELLE,dialogue,had a common law marriage which entitles
1810,ELLE,dialogue,her to the benefits of property law and
1811,ELLE,dialogue,an equitable division of assets.
1814,(CONTINUED),dialogue,"Paulette watches Elle, mouth hanging open."
1815,DEWEY,stage_direction,(confused)
1816,DEWEY,dialogue,Come again?
1817,ELLE,dialogue,Due to the fact that you retained the
1818,ELLE,dialogue,"residence, Ms. Bonafante is entitled to"
1819,ELLE,dialogue,full ownership of the canine property in
1820,ELLE,dialogue,question and we will be enforcing said
1821,ELLE,dialogue,ownership immediately.
1822,DEWEY                       :,dialogue,Huh?
1823,ELLE,dialogue,"Tell him, Paulette."
1824,ELLE,dialogue,"A still-stunned Paulette looks at Elle, then turns to Dewey,"
1825,ELLE,dialogue,fire in her ass.                 '.
1826,ELLE,dialogue,""""
1828,PAULETTE,dialogue,I ' m taking the dog dumbass.
1829,PAULETTE,stage_direction,(calling into the trailer)
1830,PAULETTE,dialogue,"C'mere, baby, Mommy's here!"
1831,PAULETTE,dialogue,"Rufus bounds out, licking and kissing Paulette. The love"
1832,PAULETTE,dialogue,evident.
1833,PAULETTE,dialogue,79   INT./EXT. ELLE'S CAR - A MOMENT LATER                             79
1834,PAULETTE,dialogue,"Elle, Paulette and Rufus get in."
1835,ELLE,dialogue,W e did it!                                                 .
1836,ELLE,dialogue,Elle high-fives her.
1837,PAULETTE,dialogue,"God, that felt great!"
1838,ELLE,dialogue,Look at him. He's still scratching his
1839,ELLE,dialogue,head.
1840,PAULETTE                              .,dialogue,Which must be a nice vacation for his
1841,PAULETTE                              .,dialogue,bls . .
1842,PAULETTE                              .,dialogue,al.
1843,PAULETTE                              .,dialogue,"She turns to Rufus, hugging him."
1846,PAULETTE,dialogue,And now Mommy's got somebody to eat
1847,PAULETTE,dialogue,dinner with again. You don't care what
1848,PAULETTE,dialogue,"Mommy's butt looks like, do you?"
1849,PAULETTE,dialogue,"Elle looks over at Paulette, heart going out to her."
1850,PAULETTE,dialogue,80   INT. CIVIL PROCEDURES CLASS - DAY                                 80
1851,PAULETTE,dialogue,Elle turns on her Powerbook as Professor Stromwell faces the
1852,PAULETTE,dialogue,class with her morning quote.
1853,PROFESSOR STROMWELL,dialogue,"""An image and a good hook can get you"
1854,PROFESSOR STROMWELL,dialogue,into a room --  but something has to keep
1855,PROFESSOR STROMWELL,dialogue,"you in that room."""
1856,PROFESSOR STROMWELL,dialogue,She looks around as hands are raised.
1857,PROFESSOR STROMWELL,stage_direction,(continuing)
1858,PROFESSOR STROMWELL,dialogue,Mr. Greenstein?
1859,INTENSE IVAN,dialogue,Judge Sandra Day 0'Connor?
1860,PROFESSOR STROMWELL,dialogue,C ose.. . .
1861,PROFESSOR STROMWELL,dialogue,l
1862,PROFESSOR STROMWELL,dialogue,"Intense Ivan's face falls.      She looks around, seeing Elle"
1863,PROFESSOR STROMWELL,dialogue,raising her hand.
1864,PROFESSOR STROMWELL,dialogue,(continuing)                  -
1865,PROFESSOR STROMWELL,dialogue,Ms. Woods?
1866,ELLE,dialogue,Madonna?
1867,ELLE,dialogue,"The class rolls their eyes and laughs, watching Stromwell."
1868,PROFESSOR STROMWELL,dialogue,Damn.    Thought I ' d get everyone on that
1869,PROFESSOR STROMWELL,dialogue,one.
1870,PROFESSOR STROMWELL,dialogue,The class can't believe Elle is right.
1871,PROFESSOR STROMWELL,dialogue,81   EXT. CRIMINAL LAW CLASS - HALLWAY - DAY                           81
1872,PROFESSOR STROMWELL,dialogue,A THRONG of buzzing students is gathered around the bulletin
1873,PROFESSOR STROMWELL,dialogue,board. Elle walks up.
1876,ELLE,dialogue,What's going on?
1877,DORKY DAVID,dialogue,Donovan's firm is defending a major
1878,DORKY DAVID,dialogue,murder case and his caseload is so heavy
1879,DORKY DAVID,dialogue,he's taking on first year interns.
1880,ELLE,dialogue,He chose them already?
1881,ELLE,dialogue,"Sarah, at the front of the throng, gasps, then turns to"
1882,ELLE,dialogue,Warner.
1883,SARAH,dialogue,We got it!
1884,SARAH,dialogue,"He grins and she kisses him on the cheek. Elle, shoved to"
1885,SARAH,dialogue,"the back, tries to get closer, when she hears --"
1886,ENID,dialogue,The competition must not have been that
1887,ENID,dialogue,'        stiff.
1888,ENID,dialogue,Arrogant Aaron pushes his way to the board.                         .
1889,ARROGANT AARON,dialogue,Why? ion .got a spot?
1890,ENID,dialogue,"Hey! Watch your hands, Mr.Grabass."
1891,ARROGANT AARON                                      ',stage_direction,(ignoring her)
1892,ARROGANT AARON                                      ',dialogue,That only leaves one for --
1893,ARROGANT AARON                                      ',dialogue,"Elle, now next to him, gets a look at the board."
1894,ELLE,stage_direction,(shocked)
1895,ELLE,dialogue,Me?!
1896,ELLE,dialogue,Everyone REACTS. She turns and faces the throng.     They stare
1897,ELLE,dialogue,back at her in shock.
1898,ELLE,dialogue,"Dignified, she walks through them as they PART for her,"
1899,ELLE,dialogue,stopping in front of Warner and Sarah.
1900,EL LE,stage_direction,(continuing; to Warner)
1901,EL LE,dialogue,Remember the time after Winter Formal?
1902,EL LE,dialogue,When we spent four incredible hours In
1903,EL LE,dialogue,the hot tub...?
1906,(CONTINUED),dialogue,Sarah looks away.                      .
1907,ELLE,dialogue,This is way better than that.
1908,ELLE,stage_direction,(pushing Sarah aside)
1909,ELLE,dialogue,Excuse me. I have some shopping       to do.
1910,ELLE,dialogue,"As she goes, surprised CHATTER overtakes the hallway."
1911,ELLE,dialogue,82   INT. SAK'S - WOMENS' DEPT. - DAY                                   82
1912,ELLE,dialogue,Elle scans the racks of conservative clothes. She holds up a
1913,ELLE,dialogue,"cashmere twinset and wrinkles her nose, but throws it over"
1914,ELLE,dialogue,her arm anyway.
1915,ELLE,dialogue,83   INT. NORDSTROM'S - HANDBAGS - DAY - LATER                          83
1916,ELLE,dialogue,"Elle admires a trendy handbag, but then promptly sets it down"
1917,ELLE,dialogue,and picks up a practical leather briefcase.
1918,ELLE,dialogue,"84   INT. AUSTEN, PLATT, JARET & DONOVAN - LOBBY - DAY                  84"
1919,ELLE,dialogue,The elevator door opens and Warner and Elle emerge. Elle is
1920,ELLE,dialogue,"sporting her new, boring ""lawyer"" clothes. Warner is baffled"
1921,ELLE,dialogue,and impressed by her transformation.
1922,WARNER,dialogue,You look -- nice.
1923,ELLE,dialogue,Thank you.
1924,ELLE,dialogue,She gives him an aloof smile and walks off. Warner watches her
1925,ELLE,dialogue,go. Sarah stands in the lobby. None too happy to witness this.
1926,ELLE,dialogue,"85   INT. AUSTEN, PLATT, JARET & DONOVAN - DAY - MOMENTS LATER     85"
1927,ELLE,dialogue,"Donovan strides through the office, his four interns behind"
1928,ELLE,dialogue,him. He points as he walks.
1929,DONOVAN,dialogue,"There's your office, there's the"
1930,DONOVAN,dialogue,"bathroom, there's the coffee machine."
1931,DONOVAN,dialogue,"There's Gerard, Dick and1Bobby."
1932,DONOVAN,dialogue,"GERARD, smarmy and trim, DICK, short and bald, and BOBBY,"
1933,DONOVAN,dialogue,"black and bespectacled, wave as the interns pass by."
1934,DONOVAN,stage_direction,(continuing)
1935,DONOVAN,dialogue,They're the other associates on the case.
1936,DONOVAN,dialogue,"Ask them all your stupid questions, save"
1937,DONOVAN,dialogue,the smart ones for me.
1939,DONOVAN,dialogue,"86   INT. AUSTEN, JARET, PLATT AND DONOVAN - CONFERENCE ROOM     86"
1940,DONOVAN,dialogue,"Professor Donovan opens his briefcase as Elle, Sarah, Enid"
1941,DONOVAN,dialogue,and Warner hang on his every word.
1942,PROFESSOR DONOVAN,dialogue,"We're defending Brooke Windham, whose"
1943,PROFESSOR DONOVAN,dialogue,very wealthy husband was found shot to
1944,PROFESSOR DONOVAN,dialogue,death in their Beacon Hill mansion.
1945,SARAH,dialogue,Gold digger?
1946,PROFESSOR DONOVAN,dialogue,"You'd think so, since the stiff was"
1947,PROFESSOR DONOVAN,dialogue,"sixty, but she was rich on her own. Some"
1948,PROFESSOR DONOVAN,dialogue,kind of fitness empire. You can buy her
1949,PROFESSOR DONOVAN,dialogue,exercise tapes on infomercials.
1950,PROFESSOR DONOVAN,dialogue,Elle frowns.
1951,ELLE,dialogue,Wait a minute -- are we talking about
1952,ELLE,dialogue,Brooke Daniels?
1953,ELLE,dialogue,Donovan checks his papers.
1954,PROFESSOR DONOVAN,dialogue,M a i d e n name--Daniels.
1955,PROFESSOR DONOVAN,stage_direction,(looking up)
1956,PROFESSOR DONOVAN,dialogue,You know her?
1957,ELLE,dialogue,She was a Delta Gamma! Not in my pledge
1958,ELLE,dialogue,"class or anything -- she graduated ,five"
1959,ELLE,dialogue,years ahead of me. But I used to take her
1960,ELLE,dialogue,class at the LA Sports Club. She's
1961,ELLE,dialogue,amazing!
1962,ELLE,dialogue,The others looks at each other and roll their eyes.
1963,PROFESSOR DONOVAN,dialogue,Amazing how?
1964,ELLE,dialogue,She could make you drop three pounds in
1965,ELLE,dialogue,one class. She's completely gifted!
1966,PROFESSOR DONOVAN,dialogue,"Well, in all likelihood, she's completely"
1967,PROFESSOR DONOVAN,dialogue,guilty as well. She was seen standing
1968,PROFESSOR DONOVAN,dialogue,over her husband's dead body.
1972,WA RN ER,dialogue,B y who?
1973,SA RAH,stage_direction,(correcting him)
1974,SA RAH,dialogue,Whom?
1975,PROFESSOR DONOVAN,dialogue,His twenty-seven year old daughter and
1976,PROFESSOR DONOVAN,dialogue,the pool boy.
1977,ELLE,dialogue,Maybe she found him like that.
1978,ELLE,dialogue,P RO F ES S OR DONOVAN
1979,ELLE,dialogue,That's the story she'll be telling the
1980,ELLE,dialogue,jury. We just have to prove it.
1981,ELLE,dialogue,Emmett walks in and sits.
1982,EMMETT,dialogue,Sorry I ' m late.
1983,EMMETT,dialogue,"Elle looks at him, confused."
1984,EMMETT,dialogue,P R O FE S SO R DONOVAN
1985,EMMETT,dialogue,"This is Emmett Kerrigan, another associate."
1986,EMMETT,dialogue,Top three in his class and former editor of
1987,EMMETT,dialogue,H a r v a r d Law Review. You've probably seen
1988,EMMETT,dialogue,h i m lurking around campus doing my research.
1989,EM ME TT,dialogue,Or napping on the quad.          .
1990,EM ME TT,dialogue,Elle smiles at him.    He smiles back.   Almost shy.
1991,WARNER,stage_direction,(to Donovan)
1992,WARNER,dialogue,What about the murder weapon?
1993,WARNER,dialogue,P R O FE S SO R DONOVAN
1994,WARNER,dialogue,The gun is missing. The coroner said
1995,WARNER,dialogue,he'd been dead thirty minutes dead when
1996,WARNER,dialogue,the cops arrived -- giving Brooke plenty
1997,WARNER,dialogue,of time to stash it.
1998,ELLE,dialogue,There's no    way Brooke could've done this -
1999,ELLE,dialogue,"- exercise    gives you endorphins,"
2000,ELLE,dialogue,endorphins    make you happy -- happy people
2001,ELLE,dialogue,don't kill    their husbands!
2002,ELLE,dialogue,Sarah and Enid snort.
2005,PROFESSOR DONOVAN,dialogue,You don't really believe she's innocent?
2006,ELLE,dialogue,"Of course, I do!"
2007,ELLE,dialogue,Emmett looks at her.
2008,EMMETT,dialogue,Then we may actually have a case.
2009,EMMETT,dialogue,"He looks over at Donovan, who's not so sure."
2011,EMMETT,dialogue,87       EXT. BOSTON JAIL - DAY                                            87
2012,EMMETT,dialogue,Grey and imposing.
2013,EMMETT,dialogue,88       INT. BOSTON JAIL - DAY                                            88
2014,EMMETT,dialogue,"Donovan sits at a long table, next to BROOKE, a pretty 26-"
2015,EMMETT,dialogue,.year-old blonde with a perfect body and a sad face. The
2016,EMMETT,dialogue,interns and associates sit at the far end of the table taking
2017,EMMETT,dialogue,notes. A cop stands guard at the door.
2018,DONOVAN,dialogue,What alibi?
2020,BROOKE,dialogue,I can't tell you.
2021,'        DONOVAN,dialogue,You understand you're on trial for
2022,'        DONOVAN,dialogue,murder ?
2023,BROOKE,dialogue,"I didn't do it! I walked in, saw my"
2024,BROOKE,dialogue,"husband lying on the floor, bent down to"
2025,BROOKE,dialogue,"check his heart, screamed my head off and"
2026,BROOKE,dialogue,Chutney and Enrique ran inside.
2027,DONOVAN,dialogue,Where they saw you standing over the body
2028,DONOVAN,dialogue,covered in his blood.
2029,DONOVAN,dialogue,She glares at him.
2030,BROOKE,dialogue,Why would I kill my husband?
2031,DONOVAN,dialogue,Insurance? A love affair? Pure
2032,DONOVAN,dialogue,"unadulterated hatred? Believe me, the DA"
2033,DONOVAN,dialogue,will come up with plenty of reasons.
2035,B ROO KE,dialogue,I l ov ed h im !
2036,DO NO VA N,dialogue,He was thirty-four years older than you.
2037,DO NO VA N,dialogue,That doesn't sound so good to a jury.
2038,DO NO VA N,dialogue,Now she's pissed.
2039,BROOKE,dialogue,Then show them a picture of his cock.
2040,BROOKE,dialogue,They might put a few things together.
2041,BROOKE,dialogue,"Everyone stiffens except for Ell.e, who laughs out loud."
2042,"DONOVAN    ,   .",dialogue,"Brooke, I believe you. But a jury is"
2043,"DONOVAN    ,   .",dialogue,gonna want an alibi.
2044,BROOKE,dialogue,I can't give you that. And if you put me
2045,BROOKE,dialogue,"on the stand, I'll lie."
2046,BROOKE,dialogue,Donovan takes a moment to look at her like she's an idiot.
2047,DONOVAN,dialogue,Were you with another man?
2048,BROOKE,dialogue,Go to hell.
2049,DONOVAN,dialogue,I'll take that as a no.
2050,BROOKE,dialogue,Are we done for today?
2051,DONOVAN,dialogue,I believe we are.
2052,DONOVAN,dialogue,"He stands.    As do his minions.      As they file out, Brooke sees"
2053,DONOVAN,dialogue,Elle.
2054,BROOKE,dialogue,Hey -- I know you.
2055,BROOKE,dialogue,Elle perks up.
2056,ELLE,dialogue,I ' m a Delta Gamma and I ' m a huge fan of
2057,ELLE,dialogue,yours!
2060,BR OOKE,dialogue,You took my class in LA. You had the
2061,BR OOKE,dialogue,best high kick I've ever seen. Are you
2062,BR OOKE,dialogue,one of my lawyers?
2063,ELLE,dialogue,Sort of.
2064,ELLE,dialogue,Brooke looks at Elle as if she's her savior.
2065,BROOKE,dialogue,"Well, thank God one of you has a brain."
2066,BROOKE,dialogue,89   INT. BEAUTY OASIS - DAY                                          89
2067,BROOKE,dialogue,Rufus sleeps happily on the floor. Elle sits in front of        .     '
2068,BROOKE,dialogue,"Paulette, nails in the soapy water."
2069,ELLE,dialogue,"I feel so bad for her. I mean, she's in"
2070,ELLE,dialogue,jail! And she's innocent. But I ' m the
2071,ELLE,dialogue,only one who believes her. Donovan
2072,ELLE,dialogue,totally thinks she's guilty.
2073,.     PAULETTE,dialogue,"That's because men are big, fat retards"
2074,.     PAULETTE,dialogue,"who don't -- Oh, my God..."
2075,ON THE DOOR,dialogue,"The UPS GUY stands in the doorway with a package, sun"
2076,ON THE DOOR,dialogue,streaming in around him.
2077,UPS GUY,dialogue,"Afternoon, ladies."
2078,UPS GUY,dialogue,O N ELLE AND PAULETTE
2079,PAULETTE,dialogue,It's him!
2080,PAULETTE,dialogue,Paulette smooths down her hair.
2081,ELLE       ',dialogue,It's who?
2082,ELLE       ',dialogue,She turns to look as we go to --
2083,ELLE       ',dialogue,BUTT-CAM -- CLOSE ON the crisp brown shorts of a regulation
2084,ELLE       ',dialogue,"UPS uniform, as they stretch across the taut, muscular"
2085,ELLE       ',dialogue,"buttocks of UPS GUY, as he strides through the shop."
2088,(CO NTINUE D),dialogue,"When the butt stops moving, we WIDEN to reveal the UPS Guy"
2089,(CO NTINUE D),dialogue,now standing in front of Elle and Paulette.
2090,UPS GUY,dialogue,I've got a package.
2091,UPS GUY,dialogue,"Elle turns to Paulette, eyes wide."
2092,ELLE,stage_direction,(agreeing)
2093,ELLE,dialogue,He's got a package.
2094,ELLE,dialogue,Paulette is frozen.   Blushing and nervous.
2095,UPS GUY,dialogue,How ya doin' today?                                          .
2096,PAULETTE .,dialogue,Fine?
2097,PAULETTE .,dialogue,He waits for her to sign. She remains frozen.      Elle takes
2098,PAULETTE .,dialogue,"the pen and signs for her, trying to help.                                 ."
2099,PAULETTE .,dialogue,UPS Guy smiles kindly at Paulette and heads out.
2100,UPS GUY                                               .,dialogue,Take it easy.
2101,UPS GUY                                               .,dialogue,"Paulette watches him go, hand over her heart. Elle looks at"
2102,UPS GUY                                               .,dialogue,"her, concerned.                              ,"
2103,ELLE,dialogue,"So, this is the only interaction you two"
2104,ELLE,dialogue,have ever had?
2105,PAULETTE,dialogue,"No. Sometimes I say ""Okay"" instead of"
2106,PAULETTE,dialogue,"""Fine""."
2107,ELLE,dialogue,Have you ever considered asking him if
2108,ELLE,dialogue,he'd like a cold beverage? Or perhaps a
2109,ELLE,dialogue,neck massage?
2111,PAULETTE,dialogue,What's the point?
2112,PAULETTE,stage_direction,(matter of factly)
2113,PAULETTE,dialogue,Look at me.
2114,ELLE,dialogue,"I am. And I'm looking at a beautiful,"
2115,ELLE,dialogue,"fabulous, sexy woman."
2118,(CONTINUED),dialogue,Paulette snorts.
2119,PAULETTE,dialogue,Good one.
2120,ELLE,dialogue,"Trust'me. You've got the equipment, you"
2121,ELLE,dialogue,just need to read the manual.
2122,ELLE,dialogue,"Elle stands.                                                 ,"
2123,ELLE,dialogue,I ' m going to.show you a little maneuver
2124,ELLE,dialogue,my mother taught me when I was in junior
2125,ELLE,dialogue,"high. In my experience, it has a 98%"
2126,ELLE,dialogue,success rate in getting a man's attention
2127,ELLE,dialogue,an d when used appropriately--an 83%
2128,ELLE,dialogue,rate of return on a dinner invitation.
2129,ELLE,dialogue,"The HAIRSTYLISTS and CLIENTS listen, intrigued.                      ."
2130,ELLE,stage_direction,(continuing)
2131,ELLE,dialogue,"It's called the ""Bend & Snap""."
2132,ELLE,stage_direction,(acting)
2133,ELLE,dialogue,"""Oh, look! There's something on the"
2134,ELLE,dialogue,"floor that I need to pick up!"" Bend..."
2135,ELLE,dialogue,"She slowly BENDS down, as if to pick up something, sticking"
2136,ELLE,dialogue,"out her tush, knee cocked. She slids her hand down her"
2137,ELLE,dialogue,cocked leg until her hand touches the floor and she SNAPS
2138,ELLE,dialogue,"back up, boobs a'bouncing."
2139,ELLE,stage_direction,(continuing)
2140,ELLE,dialogue,And snap! Now you try.
2141,ELLE,dialogue,Paulette stands up repeating the maneuver.
2142,PAULETTE,dialogue,Bend...and snap!
2143,PAULETTE,dialogue,I t ' s a spastic version of what Elle just did.
2144,ELLE,dialogue,"Good. Now this time, put a little arch in"
2145,ELLE,dialogue,your back and maybe get your footing more
2146,ELLE,dialogue,solid.
2147,ELLE,dialogue,"Paulette does it again. This time, getting it right."
2150,ELLE,stage_direction,(continuing)
2151,ELLE,dialogue,Perfect!
2152,ELLE,dialogue,"A HAIR CLIENT walks over, head full of curlers."
2153,HAIR CLIENT,dialogue,Like this?                  .
2154,HAIR CLIENT,dialogue,She tries.
2155,ELLE,dialogue,Good.
2156,ELLE,dialogue,She adjusts her like a yoga instructor would.
2157,ELLE,dialogue,But cock that knee.
2158,ELLE,dialogue,ANOTHER CLIENT calls over.
2159,ANOTHER CLIENT,dialogue,Am I doing it right?
2160,ANOTHER CLIENT,dialogue,Elle walks over to her.
2161,ELLE,dialogue,"More snap, less bend."
2162,ELLE,dialogue,She turns to the rest of the clients.
2163,ELLE,dialogue,C'mon -- everyone try!
2164,ELLE,dialogue,Clients hop up out of their chairs as someone reaches over
2165,ELLE,dialogue,"and cranks the transistor radio, blaring ""BRICK HOUSE"" by the"
2166,ELLE,dialogue,Commodores.
2167,ELLE,dialogue,"All the clients and technicians, no matter what their age, or"
2168,ELLE,dialogue,"how many foils are in there hair, are up and doing the ""Bend"
2169,ELLE,dialogue,"& Snap"", repeating the mantra as they do."
2170,ELLE,dialogue,"Elle walks around them, continuing to adjust them."
2171,ELLE,dialogue,Now everyone together.
2172,ELLE,dialogue,"They all bend in unison -- going down on ""Brick"" --"
2173,EVERYONE,dialogue,Bend --
2174,EVERYONE,dialogue,"And snapping back up -- on ""House"" ."
2177,EVERYONE,stage_direction,(continuing)
2178,EVERYONE,dialogue,And snap !
2179,EVERYONE,dialogue,The frivolity continues as the roomful of ladies perfect the
2180,EVERYONE,dialogue,maneuver .                                                  .
2181,EVERYONE,dialogue,"M AU R I C E , a male hair-dresser, comes out of the back room,"
2182,EVERYONE,dialogue,m i xi n g a bowl of bleach as he walks. He stops when he spots
2183,EVERYONE,dialogue,the activity.                                                .
2184,MAURICE,dialogue,"Oh, my God! The Bend     & Snap!"
2185,MAURICE,stage_direction,(to an old lady)
2186,MAURICE,dialogue,Works every time...
2187,NARRATOR,scene_heading,"INT. AUSTEN, PLATT, JARET & DONOVAN-CONFERENCE ROOM-DAY"
2189,NARRATOR,scene_description,"CHUTNEY, 27, curly-haired and bitter, sits in front of"
2190,NARRATOR,scene_description,"Donovan, the FEMALE DA, the associates, the interns and a"
2191,NARRATOR,scene_description,"court .reporter, as she's interviewed."
2192,CHUTNEY,dialogue,"I got out of the shower,"" walked"
2193,CHUTNEY,dialogue,"downstairs, saw her standing over my"
2194,CHUTNEY,dialogue,"father, and called the police."
2195,DONOVAN,dialogue,Did she have a weapon in her hand?
2196,CHUTNEY,dialogue,No.
2197,DONOVAN,dialogue,Was there any reason for you to believe
2198,DONOVAN,dialogue,she had discarded a weapon?
2199,CHUTNEY,dialogue,"Uh, yeah, because the bitch shot him."
2200,DONOVAN,dialogue,Was there any evidence that Mrs . Windham
2201,DONOVAN,dialogue,shot him?
2202,CHUTNEY,stage_direction,(duh)
2203,CHUTNEY,dialogue,His dead body with a bullet in it.            .
2204,CHUTNEY,dialogue,"91   INT. AUSTEN, PLATT, JARET & DONOVAN-CONFERENCE ROOM-LATER       91"
2205,CHUTNEY,dialogue,"ENRIQUE, 25, Latino and hunky as hell, sits in the seat that"
2206,CHUTNEY,dialogue,Chutney has vacated.
2208,(CONTINUED),dialogue,91   aONTINUED:                                                      91
2209,DONOVAN,dialogue,What did you see when you entered the
2210,DONOVAN,dialogue,house?
2211,ENRIQUE,dialogue,I saw Mrs. Windham standing over the body
2212,ENRIQUE,dialogue,of Mr. Windham.
2213,DONOVAN,dialogue,Was she carrying a weapon?
2214,ENRIQUE,dialogue,"No, she was crying her eyes out."
2215,ENRIQUE,dialogue,Donovan smiles.
2216,DONOVAN,dialogue,So she was distraught that her husband
2217,DONOVAN,dialogue,was dead?
2218,ENRIQUE,dialogue,"Oh, yes. Mrs. Windham is the most sweet,"
2219,ENRIQUE,dialogue,wonderful woman I know. I have loved her
2220,ENRIQUE,dialogue,since the day she hired me. She could
2221,ENRIQUE,dialogue,never do something this awful. I know
2222,ENRIQUE,dialogue,this because we are very close.
2223,ENRIQUE,dialogue,"The others shift uncomfortably, then look at each other. Then.,"
2224,ENRIQUE,dialogue,"back at Enrique and his shiny, unbuttoned-to-show-his-pecs"
2225,ENRIQUE,dialogue,shirt. The DA smiles.
2226,ENRIQUE,dialogue,92   INT. STEAKHOUSE - NIGHT                                         .9.2
2227,ENRIQUE,dialogue,"Donovan, the interns, and associates sit at a large table."
2228,GERARD,dialogue,She's screwing the pool boy.
2229,GERARD,dialogue,Elle gasps and makes a face.
2230,ELLE,dialogue,There is no way a Delta Gamma would sleep
2231,ELLE,dialogue,"with a man in a shiny shirt. Warner,"
2232,ELLE,dialogue,back me up here.
2233,ELLE,dialogue,"Warner shrugs, embarrassed.    Sarah looks at Donovan."
2234,SARAH,dialogue,I hate to agree ~ but I don't see the
2235,SARAH,dialogue,two of them actually --
2236,SARAH,stage_direction,(wrinkling her nose)
2237,SARAH,dialogue,doing it.
2240,ENID,dialogue,Women like that will screw anything.
2241,ELLE,dialogue,"So, because she's beautiful and has a good"
2242,ELLE,dialogue,"body, she's easy? What book of feminist"
2243,ELLE,dialogue,"theory did you read iiiai in, Enid?"
2244,ELLE,dialogue,Emmett jumps in before war breaks out.
2245,EMMETT,dialogue,"Okay, if Brooke didn't kill the guy, who did?"
2246,ELLE,dialogue,My money's on the angry daughter or the
2247,ELLE,dialogue,ex-wife.
2248,DONOVAN,dialogue,Chutney has a trust fund. She didn't
2249,DONOVAN,dialogue,need the insurance payoff or the
